기준일ID,시간대구분,행정동코드,총생활인구수,남자0세부터9세생활인구수,남자10세부터14세생활인구수,남자15세부터19세생활인구수,남자20세부터24세생활인구수,남자25세부터29세생활인구수,남자30세부터34세생활인구수,남자35세부터39세생활인구수,남자40세부터44세생활인구수,남자45세부터49세생활인구수,남자50세부터54세생활인구수,남자55세부터59세생활인구수,남자60세부터64세생활인구수,남자65세부터69세생활인구수,남자70세이상생활인구수,여자0세부터9세생활인구수,여자10세부터14세생활인구수,여자15세부터19세생활인구수,여자20세부터24세생활인구수,여자25세부터29세생활인구수,여자30세부터34세생활인구수,여자35세부터39세생활인구수,여자40세부터44세생활인구수,여자45세부터49세생활인구수,여자50세부터54세생활인구수,여자55세부터59세생활인구수,여자60세부터64세생활인구수,여자65세부터69세생활인구수,여자70세이상생활인구수
20250101,00,11170625,33344.375500000002,951.8635,401.62990000000002,615.02639999999997,1968.6790000000001,1465.7422999999999,1774.7961,1999.0382999999999,1627.7291,1521.5444,1284.2276999999999,1181.3099,806.76599999999996,520.83130000000006,1060.7532000000001,787.72789999999998,293.18990000000002,562.30190000000005,1212.3780999999999,1731.8342,1771.7437,1950.0687,1471.2396000000001,1279.7297000000001,1153.4109000000001,1098.9015999999999,883.65819999999997,625.58330000000001,1342.6714999999999,
20250101,00,11170630,24099.698199999999,1153.9966,619.79539999999997,728.63019999999995,565.48950000000002,483.62020000000001,457.10980000000001,810.40719999999999,1128.7764,1090.1268,988.7577,974.15409999999997,678.94839999999999,535.41020000000003,1020.3896,1114.9728,575.93060000000003,574.77080000000001,633.89049999999997,580.24379999999996,653.03679999999997,1098.9851000000001,1218.867,1298.4703999999999,1123.0078000000001,943.92669999999998,758.85950000000003,568.35680000000002,1720.7678000000001,
20250101,00,11170640,7410.1274000000003,256.181,89.593299999999999,207.40629999999999,246.1215,148.1198,239.8466,420.26850000000002,365.19110000000001,307.8938,220.14619999999999,355.78949999999998,197.5377,179.76939999999999,349.83390000000003,169.3657,76.984399999999994,87.121099999999998,253.23159999999999,223.4109,263.53890000000001,408.8646,305.00110000000001,257.255,300.42770000000002,262.74009999999998,279.33890000000002,218.72489999999999,720.42420000000004,
20250101,00,11170650,21575.201499999999,164.5508,88.114199999999997,490.3716,1945.5940000000001,2711.2651999999998,2073.6484999999998,1543.5119999999999,894.99279999999999,612.00059999999996,346.98599999999999,321.09449999999998,224.96209999999999,176.0556,325.39359999999999,142.72980000000001,63.435499999999998,615.42409999999995,2213.8876,2316.7307999999998,1152.3126,755.80809999999997,472.81380000000001,351.05900000000003,328.29259999999999,289.53789999999998,259.7099,173.7157,521.20299999999997,
20250101,00,11170660,11510.6913,291.6541,132.26159999999999,204.58709999999999,270.5102,454.66570000000002,598.93179999999995,645.44079999999997,713.70579999999995,582.95270000000005,407.49790000000002,311.9427,246.70939999999999,163.8801,383.79680000000002,394.7174,194.45650000000001,150.80629999999999,429.16399999999999,606.33820000000003,614.03290000000004,693.57839999999999,600.49099999999999,582.93859999999995,359.71890000000002,383.04919999999998,245.7116,253.07759999999999,594.07339999999999,
20250101,00,11170685,24879.918399999999,638.5493,274.09910000000002,480.63170000000002,1311.6957,1500.8339000000001,1391.5491,1580.1737000000001,1393.4954,1187.9304999999999,921.01689999999996,778.06949999999995,592.36590000000001,326.71019999999999,644.66390000000001,609.05650000000003,272.44529999999997,424.77359999999999,911.54089999999997,1238.5435,1229.796,1349.9179999999999,1217.8894,933.96510000000001,814.86289999999997,691.83960000000002,606.14949999999999,436.31479999999999,1121.0398,
20250101,00,11170690,12767.0888,505.6522,364.63369999999998,354.54239999999999,359.17880000000002,315.89010000000002,366.71789999999999,512.70529999999997,568.90189999999996,614.44060000000002,649.12819999999999,520.88139999999999,386.76819999999998,284.42239999999998,549.90210000000002,369.81079999999997,236.26779999999999,406.48610000000002,391.6001,391.71300000000002,364.31950000000001,489.73610000000002,539.51390000000004,752.90239999999994,577.50519999999995,446.93790000000001,392.02980000000002,275.54410000000001,778.95690000000002,
20250101,00,11170700,7466.7970999999998,142.2607,96.622100000000003,211.08410000000001,220.71129999999999,277.00389999999999,282.7208,360.3793,309.8809,435.10149999999999,345.99450000000002,354.39710000000002,245.37360000000001,178.28299999999999,303.7192,79.209800000000001,50.5486,154.34559999999999,219.8271,259.23379999999997,280.35860000000002,323.3897,363.39060000000001,365.65289999999999,297.21210000000002,312.5206,260.7525,207.1294,529.69399999999996,
20250101,00,11200520,15861.022000000001,522.8874,254.58369999999999,314.7756,450.5754,541.29579999999999,648.423,824.76760000000002,702.64149999999995,562.6825,547.42859999999996,550.79229999999995,494.98489999999998,313.35399999999998,630.77210000000002,512.07590000000005,251.5318,354.97190000000001,540.47080000000005,644.56370000000004,834.62400000000002,856.56600000000003,717.62729999999999,606.80150000000003,632.1943,614.34310000000005,514.25750000000005,370.41000000000003,1050.6203,
20250101,00,11200535,30345.568500000001,1664.0222,481.5881,437.2518,823.82280000000003,1262.2759000000001,1228.8749,1407.6429000000001,1386.6279999999999,1323.7609,986.72889999999995,1003.7386,808.24440000000004,553.3605,952.80179999999996,1344.9554000000001,390.22320000000002,577.98860000000002,1253.8625,1422.2786000000001,1338.6333,1692.2997,1312.1007,1203.6781000000001,1040.9880000000001,1164.4777999999999,861.0865,680.26310000000001,1741.9918,
20250101,00,11200540,18619.894799999998,470.9777,256.3476,448.65199999999999,674.50990000000002,849.90170000000001,612.76149999999996,782.96770000000004,706.64559999999994,712.49180000000001,758.32830000000001,721.37570000000005,569.53750000000002,408.26280000000003,849.93259999999998,459.8057,255.65629999999999,429.64370000000002,928.93140000000005,717.43520000000001,690.14840000000004,840.98350000000005,657.79359999999997,673.34019999999998,735.99620000000004,813.89080000000001,667.2473,521.25630000000001,1405.0735,
20250101,00,11200550,17530.5713,372.4512,169.7937,607.27160000000003,1791.6498999999999,1606.3741,811.42280000000005,596.51250000000005,444.12529999999998,527.76779999999997,527.74090000000001,386.49799999999999,329.70670000000001,188.84289999999999,501.48079999999999,388.3184,185.71729999999999,683.59320000000002,2038.2945999999999,1193.8659,603.91070000000002,500.14010000000002,405.54160000000002,408.00529999999998,422.34530000000001,409.40480000000002,352.88080000000002,273.61070000000001,803.30409999999995,
20250101,00,11200560,25533.810799999999,758.981,436.23630000000003,622.66819999999996,996.23249999999996,1093.4996000000001,914.40819999999997,1257.3804,1181.6117999999999,1279.1842999999999,1020.9672,883.28030000000001,700.69200000000001,435.8107,746.28539999999998,803.73850000000004,462.24270000000001,629.05579999999998,1288.2901999999999,1147.7175,1020.6585,1331.9680000000001,1241.999,1025.0154,1070.6502,859.7518,711.29960000000005,500.16329999999999,1114.0219999999999,
